id,text,label,language,has_slang,has_abbrev,source
15,"user block itu tindakan dewasa menjaga kewarasan, bukan kekanak kanakan. kamu mau sampah numpuk membusuk di halaman rumahmu? tidak disapu sapu?",0,id,0,0,tonneau_indonesian
16,user silit apaan coba,0,id,0,0,tonneau_indonesian
17,user apapun dibentuk utk mendukung rezim panik... jangan lupa yaa 9gantipresiden,1,id,0,1,tonneau_indonesian
18,"user noh arab saudi menjajah yaman, pdahal satu rumpun, noh bgsa israil menjajah palestina padahal orang yahudi jg bnyk keturunan arab... dan jg tentara israel jg bnyk yg muslim dan islam jadi agama kedua terbnya",0,id,1,1,tonneau_indonesian
19,user driver ojek klo nemuin keluarga ini orang pesen ojek user langsung tabrak aja. bacotnya seolah2 tukang ojek itu hina banget.,1,id,1,1,tonneau_indonesian
20,user cebong bloon gub aceh itu partai pengusungnya pdip,1,id,0,0,tonneau_indonesian
21,mari kita pecat ahok dari gubernur jakarta krn hny bikin rusuh dan konflik di negeri ini jangan mau dibohongi ahok,1,id,0,1,tonneau_indonesian
22,user jkw bukan orang kafir..,0,id,0,0,tonneau_indonesian
23,"albert einstein baru bisa bicara pada umur tahun, karena dia mengalami cacat otak sehingga daya pikirnya sangat lambat",0,id,0,0,tonneau_indonesian
24,golkar ingatkan bahaya gerakan kaos ganti presiden suara nasional,0,id,0,0,tonneau_indonesian
25,user aktris dehh tar kamu jd transgender kalo aktor,0,id,1,1,tonneau_indonesian
26,"islam, ihsan, iman ... tiga pondasi yang harus slalu kau slalu kau revisi dan revisi. keduanya takan slalu stabil karna ada nafsu dan sekutunya yg slalu mngusik",0,id,0,1,tonneau_indonesian
27,user sini masuk kristen dis. tenang aja baptis gratis ga bayar dapet susu pula,0,id,1,1,tonneau_indonesian
28,user pasti kafir bahlul bong2,1,id,0,1,tonneau_indonesian
29,user slim ... yuk coli malem minggu ... kontol gay bahancoli url,0,id,0,1,tonneau_indonesian
30,bini gue kinclong bener kaya gigi spidermen,0,id,1,0,tonneau_indonesian
31,"napa dibiarin tim si penista agama maen curang maren, emang sengaja dibiarin biar ntar digaplok umat islam rame2 se jakarta tuh penista",1,id,1,1,tonneau_indonesian
32,"aku rasa emang terlalu cepet untuk buat yang kaya ginian di bulan kelima kita, tapi aku cuma pengen kamu ngerasa bahagia aja dapet hadiah hadiah kecil dari aku. gak terlalu mewah karna aku juga bukan milyarder yang punya banyak uang buat beliin ka",0,id,1,1,tonneau_indonesian
33,"zaman now agalanya jelas dan data sdh jelas. jika klaimnya benar kasi ?. jika klaimnya tdk benar. gak usah repot, jangan ganti presiden . ntar jg ketauan makhluk2 yg jago mlintir fakta. haizz...hidup kog nyari penderitaan. kerja woi..biar dapur bs n",0,id,0,1,tonneau_indonesian
34,hahahahahahahahha kesian ye bibib emang dia ceramah kl pake ac produk sapa mw kmana2 naek mobil produuk sapa kipas angin produk sapa kaga ngaca...sy muslim tp benci apa habib krn semua ceramahnya mengandung saa,1,id,1,1,tonneau_indonesian
35,user gua ketemu anjir didepan gua,0,id,1,0,tonneau_indonesian
36,user sipit juga cakep,0,id,1,0,tonneau_indonesian
37,bagus. nanti kalau gak terbukti bisa dilaporkan balik ini. user jelas jelas pembahasan panjang dipotong oleh akbar faizal. bedakan fiksi dan fiktif saja gak bisa,0,id,0,1,tonneau_indonesian
38,"user buat awal2 supaya gak nervous kalo foto sama ariel, foto sama saya aja dulu...",0,id,1,1,tonneau_indonesian
39,"gelap ada macam, gelap kerana hari malam, gelap mata kerana buta, gelap otak tiada ilmu, gelap hati tiada agama, gelap hidup tiada kerja.",0,id,0,0,tonneau_indonesian
40,apa yang anda pikirkan? ngelu sumpek. push rank kalah terus. asu...,1,id,0,0,tonneau_indonesian
41,user fitnah makanan elo nih akun sampah..,1,id,1,0,tonneau_indonesian
42,"tomohon juga merupakan pusat pembelajaran agama kristen dan katolik. ada tempat khusus untuk berdoa dan meditasi yang disebut bukit kasih, sebuah tempat suci yang indah dan tenang. ... tomohoninternationalflowerfestival",0,id,0,0,tonneau_indonesian
43,"user terimakasih jokowi, semoga tahun depan presiden baru bisa juga ada kebijakan yang lebih baik. aaminn",0,id,0,0,tonneau_indonesian
44,user hahahha ketauan main medsos tp dungu..dasar kecebong user,1,id,0,1,tonneau_indonesian
45,keparat anjing loe teroris.,1,id,1,0,tonneau_indonesian
46,user ganti presiden ? yg gantiin siapa ? mental kacung mw ganti presiden sekali kacung tetap kacung cm kacung yg mw di pimpin sm kacung !,1,id,0,1,tonneau_indonesian
47,user menteri sontoloyo!,1,id,0,0,tonneau_indonesian
48,user rupiah diprediksi kembali terhambat untuk menguat masih sedikitnya sentimen posi,0,id,0,0,tonneau_indonesian
49,user nauzubillah ini rezim sangat anti islam,1,id,0,0,tonneau_indonesian
50,user bidadari jamban?,0,id,0,0,tonneau_indonesian
51,"user loe bong ga denger jeritan petani ?ga denger jeritan petani garam ? apa jgn loe bolot akut ?...pemerataan apa yg loe maksud bong ? gw mohon dgn sangat,,segeralah bersihin kerak otak lumpur loe yg sdh mengera",1,id,1,1,tonneau_indonesian
52,udah gapaham lagideh sama otak cebong,1,id,0,1,tonneau_indonesian
53,"user bacot apanya, gue ngulang perkataan gue gegara lu budek",1,id,1,0,tonneau_indonesian
54,"bersyahadat kepada allah swt yang dungu biadab, bangsa jadi rusak bung fahri !",1,id,0,0,tonneau_indonesian
55,user lupa ya ini malam jum'at? abis mencarin tuyul dong.,0,id,1,0,tonneau_indonesian
56,user selamat datang di tim yg dulunya berjaya sekarang menyisakan pemain2 burik,1,id,0,1,tonneau_indonesian
57,"user hei setan ! semua operator tri jawabannya sama, banyaknya antusiasme... skrg masalahnya masuk pun gak bisa ! nunggu jam gak di angkat. brgkali pingsan semua..",1,id,0,1,tonneau_indonesian
58,user inilah potret polisi kita di rezim ini,0,id,0,0,tonneau_indonesian
59,"tl dr mula2 omputeh babi tu pertikai azan. pastu si hindu divya ni kata azan tu macam orang bodo jerit2 loudspeaker macam orang cirit. pastu bila orang petik agama dia, dia play victim. bodoh",1,id,0,1,tonneau_indonesian
60,user ngomongnya sama aja berak...kasian,1,id,0,1,tonneau_indonesian
61,user cina cuma jadi benalu nkri,1,id,0,0,tonneau_indonesian
62,"jokowi harus segera di lengserkan dan di ganti oleh ahmad heryawan. cebong jgn nyolot, saya hanya beri contoh lo",1,id,1,1,tonneau_indonesian
63,kapan ya ada demo lagi dengan membawa teriakan lengserkan jokowi sekarang juga di depan istana... blokir jokowi,1,id,0,0,tonneau_indonesian
64,"user mana gua menghina agama lain? hahah otak model cebong kapir emang ngeles mulu, nyata2 lu yang hina2 islam. sok mau ngatain agama orang aja bawa2 data, padahal otak gak nyampe dari awal. goblok lo cebong kapir kebanyakan makan taik ah",1,id,1,1,tonneau_indonesian
65,user hijrahlah sblm terlambat. saya yakin semua akan menjadi cebong.,1,id,0,1,tonneau_indonesian
66,user user ada cebong gendheng ngamuk2 belain si homo penista agama ! hahaha user,1,id,0,1,tonneau_indonesian
67,".barryaje faktanya gubernur aheryawan yg menyelesaikan, si mukidi nongol saat peresmian 9gantipresiden aja dah",1,id,0,1,tonneau_indonesian
68,kampret revisi hahaa url,0,id,0,0,tonneau_indonesian
69,"user dasar goblok dan tolol,nkri dipimpin sama manusia turunan onta.harus cari pemimpin yg wni asli yg pintar dan berbobot.bukan turunan onta yg otaknya isis",1,id,0,1,tonneau_indonesian
70,user user gerombolan ini memang selalu butuh manusia tolol untuk jadi pengikutnya ! ...,1,id,0,0,tonneau_indonesian
71,ganyang pki?rasakan url,1,id,0,0,tonneau_indonesian
72,"pada tahun , indonesia diprediksikan mjd negara ekonomi terbesar no di dunia. tentunya era tsb milik generasi muda. utk itu, diperlukan kesiapan dan bekal kompetensi yg kuat agar generasi muda siap memasuki era ekonomi digital revolusi industri ge",0,id,1,1,tonneau_indonesian
73,"user gini ya, lucas punya dua racun. mau dia yang lagi bener beneran cakep nya atau racun sarap nya? mon maap, gue keracunan sarap nya",0,id,1,1,tonneau_indonesian
74,user ngomong apaan lu sarap.. tiba2 nyela ktawa2 sndiri. obat lu habis ?,1,id,1,1,tonneau_indonesian
75,"teroris tidak pernah ada sekalipun para kafir komunis nusantara menista islam, kitab dan nabi saw. akan tetapi teroris itu selalu hadir dimana dan kapan saja, bila hendak mengesampingkan isu politik yang memanas.",0,id,0,0,tonneau_indonesian
76,ada hal yg diwariskan ke anak cucu kita ilmu pengetahuan kelestarian alam. banyak belajar dan cintai alam,0,id,0,1,tonneau_indonesian
77,"for me, kucing yg cacat ni is the most precious gift. eventho tak sempurna, but they r cute in their own way. aku rasa lagi comel dari kucing biasa xb",0,id,0,1,tonneau_indonesian
78,user karna si nganu jg sampe skg agamanya msh diragukan tp kalo menurutku sih dia kapir jg,1,id,1,1,tonneau_indonesian
79,"user udah tau bego gak belajar, jadi mau ngatain goblog. goblog lu!",1,id,1,1,tonneau_indonesian
80,"hello warga jakarta, wakil kepala dpmptsp provinsi dki jakarta, bapak denny wahyu haryanto mewakili wakil gubernur provinsi dki jakarta membuka acara junior chamber international jci indonesia national event setiamelayanijakarta",0,id,0,0,tonneau_indonesian
81,user eh jancuk dimana,0,id,0,0,tonneau_indonesian
82,hasil revolusi mental anak seumuran sd tak malu pacaran bahkan pakai materai segala... ? inilah wajah generasi muda kita sekarang dan wajar saja lah wong kemendikbudnya juga ngajak nonton dilan 9gantipresiden user,1,id,1,1,tonneau_indonesian
83,salut banget sm pak ahok.. benar2 berjiwa kesatria.. langsung mengucapkan selamat ke pasangan anis dan sandi..,0,id,1,1,tonneau_indonesian
84,user cuma sejam anjir wk,0,id,1,0,tonneau_indonesian
85,user coba tunjukan pakai diagram walrasian bahwa sdh terjadi overheating ekonomi?,0,id,0,1,tonneau_indonesian
86,masjid dipasang spanduk 9gantipresiden mereka marah. tapi masjid dipakai ceramah politik oleh hari tanoe yang non muslim mereka dukung.,1,id,0,1,tonneau_indonesian
87,user kalau penambang asing yang merampok sda indonesia seperti freeport legal yah,1,id,0,0,tonneau_indonesian
88,user jongos penista agama ahok sok sok ngong sara.majikan nya penebar sara astagfirllah. tobat,1,id,0,0,tonneau_indonesian
89,ni memek tyap hri snge mulu,0,id,0,0,tonneau_indonesian
90,"sebagai warga negara yang baik, lo wajib ikut mensukseskan pilkada jakarta . temukan performa berbeda debat pilkada pukul",0,id,1,0,tonneau_indonesian
91,"user nanti bisa2 kamvret bilang, pak jokowi antek china karena kasih banyak medali emas utk china !",1,id,0,1,tonneau_indonesian
92,"usir cina karna mereka jokowiradikal usir cina karna mereka generasi bangsa kita mentalnya rusak ,sudah saatnya kita tumbangkanjokowi ! url",1,id,0,1,tonneau_indonesian
93,"user gua sekelas pernah lagi jamkos. kelas gua tuh temboknya bisa dibuka, soalnya dia rolling door. nah begonya kelas gua muter lagu kenceng banget terus sampe ke lagunya ratu yg lelaki buaya darat, buset! eh guru kelas sebelah dateng dong dari",0,id,1,1,tonneau_indonesian
94,user lah lu bom apa gimana?jauh jauh dah gua nih takut,0,id,1,1,tonneau_indonesian
95,user btw sy sdh melewati fase pertanyaan2 atheis.. yg dg itu justru memmboost iman sy ke tkt ihsan inshaalaah tak tergoyahkan kl menghadapi bani atheis liberal.,0,id,0,1,tonneau_indonesian
96,user kalah suara terus menyalahkan... katanya jaman jokowi oke kok dibilang mundur... haha kampret!,1,id,1,1,tonneau_indonesian
97,"pengantar presiden joko widodo pada rapat terbatas tentang percepatan pelaksanaan berusaha online single submission oss , april , di istana kepresidenan bogor, jawa barat",0,id,0,0,tonneau_indonesian
98,"mmg majority citizen dekat sini tak wajib kawen , but kita yg islam mai dok sini pon jgn la terikut sekali ? ? allahuakhbar pesankatdirisendirije",0,id,0,1,tonneau_indonesian
99,user secuil ketulusan dan keikhlasan sandiaga uno yg hx seorang wakil gubernur... dapat mmbuat sia 0x pencitraan sang ambisius...,1,id,0,1,tonneau_indonesian
100,user cantikk banget cipp ! mata kamu sipit gitu yaa imut bangett,0,id,1,0,tonneau_indonesian
101,"helikopter berisi wn china jatuh di morowali, sulawesi tengah pengen segera euy... gak sabar 9gantipresiden",1,id,0,1,tonneau_indonesian
102,tu menteri perdagangan kan cina...sdh numpang cari makan dan hidup di indonesia masih mau cari perkara sama pribumi. usir dia dari nkri...,1,id,1,1,tonneau_indonesian
103,"user makannya, kalo mau bacot mikir pake otak. lu punya hati akal pikiran gak? gimana kalo duit keluarga lu, hasil nabung bertahun2 ternyata keluarga lu di tipu abu tours. goblok boleh, tolol pilihan",1,id,1,1,tonneau_indonesian
104,"user waah ibu kau si p3r3q gerwani di g3nkbenkz babi sipit.. ? bijimane bentuk adikmu nanti ya choong... ? kau aja udah hancur hasil di3nth0t kuda,, bijimane sama babi cipiit ? ngooaahahaa fantas",1,id,0,1,tonneau_indonesian
105,user lagi tunangan ama ak di cina,0,id,0,0,tonneau_indonesian
106,user kirain kamu titit,0,id,0,0,tonneau_indonesian
107,user sam awakmu wes magriban ta ?,0,id,0,0,tonneau_indonesian
108,warga dusun mambang panasan lestarikan budaya sedekah bumi,0,id,0,0,tonneau_indonesian
109,user istilah cebong dan kampret kurang berbau arab. pakailah istilah onta dungu atau keledai liar .,1,id,0,0,tonneau_indonesian
110,user jokowi antek zionis ato komunis ? ato paranoid islam ? url,1,id,0,1,tonneau_indonesian
111,allah boleh buat kedudukan kau dari setinggi langit sehingga sehina longkang busuk yang dipandang jijik oleh semua orang,0,id,1,0,tonneau_indonesian
112,user itu artinya bacot lo,1,id,1,0,tonneau_indonesian
113,"ajak semua negara oki, buang islam pak lukman, hanya itu jalan damai di timur tengah",1,id,0,0,tonneau_indonesian
114,tobat yuk sebelum terlambat. biar gerombolan jil aja yg kita doakan konsisten bela kekafiran hingga akhir hayat t.co 9uj6itrm,1,id,0,1,tonneau_indonesian
115,"kejar setorang memang cukup bangsad, mana rupiah turun",1,id,0,0,tonneau_indonesian
116,user jadilah inspirasi bagi generasi milenial. generasi muda anak bangsa bahwa tidak ada yang tidak mungkin jika ada kemauan dan fokus. tetaplah bersahaja dan hati2 dengan berbagai ujian harta dan tahta. jika tdk waspada akan jadi,0,id,0,1,tonneau_indonesian
117,mpok silvi nyinyir melulu pertanyaan nya tapi sayang sesat! maklum sih dese emakemak! debatfinaldki debatfinalpilkadajkt,1,id,1,0,tonneau_indonesian
118,tangkap bakar hidup2,1,id,0,1,tonneau_indonesian
119,perasaan bukan pertanyaan itu deh yg td dijawab om user audionya ga keluar atau ia ya? debatfinalpilkadajkt,0,id,1,1,tonneau_indonesian
120,user rayap mah makanin kayu pea kunyuk wkwk,0,id,1,0,tonneau_indonesian
121,user kalau aku cantik tapi memek ku coklat kamu masih doyan gak? ngentot memek kontol sange pagicrot,0,id,1,1,tonneau_indonesian
122,user aku nggak dicepetin lho akhirnya jijik sendiri. woi iyaa ikutan tahan napas aku pas kejar kejaran,0,id,1,1,tonneau_indonesian
123,"tolak perppu tolak rezim otoriter, perppu pintu masuk lengserkan jokowi",1,id,0,0,tonneau_indonesian
124,cerdas dan konseptual,0,id,0,0,tonneau_indonesian
125,"bagi cina,ri negara masa depannya. tanah dikuasai.siap usir pribumi dg dewa perang user",1,id,0,1,tonneau_indonesian
126,"ane baru tau kalo spiderman itu ternyata agama nya katholik, sedangkan batman itu kristen monorit.",0,id,1,0,tonneau_indonesian
127,user semua udah terang benderang. asal polisi mau usut tuntas sebelum dilantik. kalau pemilihan kepala daerah terkait asma saracen kapolri kapolri,1,id,0,1,tonneau_indonesian
128,"itu baru bullying about body shaming yaa. jadi bullying yang suka ngatain gendut, kurus, item, sipit dll.",0,id,0,1,tonneau_indonesian
129,". dalam kesempatan itu, presiden user menyatakan, menjadi sebuah negara besar dengan ekonomi yang kuat bukanlah perkara mudah. banyak tantangan dan ujian yang harus dihadapi dengan penuh keyakinan dan rasa optimisme jokowiajakmasyarakatoptimistis",0,id,0,0,tonneau_indonesian
130,rasa rasanya mata saya minus alias picek.,0,id,0,0,tonneau_indonesian
131,anjing2 anjing..gue bunuh lo...kmprett,1,id,1,1,tonneau_indonesian
132,"user kebijakan pengembalian barang kpd konsumen yg dilakukan apabila barang tersebut rusak, cacat produksi atau konsumen merasa kurang puas dgn produk tersebut terhitung selama hari dari tanggal pembelian. hauzminiquiz hauzid user",0,id,0,1,tonneau_indonesian
133,ayo lengserkan user jgn kasi ampun,1,id,0,1,tonneau_indonesian
134,pembunuhan karakter mayjen kivlan zein user oleh rezim yg jelas antek komunis saat ini bisa diwakili dari ftho diatas...,1,id,0,1,tonneau_indonesian
135,"cakada terkena ott, kpu jatim yakin pilkada lancar",0,id,0,0,tonneau_indonesian
136,"ngatain gua monyet, tp mt gua di love wkwkw url",0,id,1,1,tonneau_indonesian
137,user tangkap segera ustot bajingan ini ! url,1,id,0,0,tonneau_indonesian
138,user yg import bawang dr aseng gak dibikinin oom?,0,id,0,1,tonneau_indonesian
139,"mantap bang,,tebas lehernya yg coba bunuh ulama,",1,id,1,1,tonneau_indonesian
140,user logikanya...ga akan berani pejabat yg punya kasus hukum bersebrangan dgn rejim...petunjuk sederhana utk pilih pemimpin,0,id,0,1,tonneau_indonesian
141,prabowo mau bantu rohingya? ri harus disegani url url,1,id,0,0,tonneau_indonesian
142,user klo manusia kapir twit nya spt ini,1,id,0,1,tonneau_indonesian
143,"sdh pasti muak, emang dah paling enak 9jokowiend hbs dah kriminalisasi thd umat islam.",1,id,1,1,tonneau_indonesian
144,"ternyata.. hey2 dibalik insiden heli jatuh, ternyata pt imip pekerjakan wna cina",0,id,0,1,tonneau_indonesian
145,"tidak lama kemudian aku bertemu dia, lelaki pujaan ku . tapi mengapa dia malah memanggilku gendut. saat itu aku mantabkan dalam hati bahwa aku harus berdiet. begitulah roda terus berputar. jfcolourday url",0,id,0,0,tonneau_indonesian
146,"user ya begini ni kwalitas kadernya ,buta sejarah goblok tolol ,tapi selalu menyalahkan pemerintah ,terus kalian sdh nyumbang apa trhdp bangsa ? mikir ! jangan jd sapi diladang cm numpang makan doang.",1,id,0,1,tonneau_indonesian
147,user yg terbirit birit tunggang langgang lintang pukang dengar suara adzan itu iblis la'natilloh alaih,0,id,0,1,tonneau_indonesian
148,"dulu manis, sopan, terus gemes gitu, adik material, makamya dulu lu masuk jajaran my top sissy, tapi sekarang, najis jijay bajay, gaada manis2nya, gada gemes2nya, asu asuan terus kerjaannya, udah gue lepeh juga lah dr jajaran adik2 gue mon maap wkwkwkw",1,id,1,1,tonneau_indonesian
149,kapan punya program begini pak user ditunggu pak...,0,id,0,0,tonneau_indonesian
150,user cebong sana sini cari simpatisan.dan popularitas,1,id,0,0,tonneau_indonesian
151,user makasih ya hurup cina v,0,id,1,0,tonneau_indonesian
152,user cinta itu emg buta terkadang cinta itu buat org yg telinganya bagus jdi budek dan terkadang cinta itu buat org tadinya otaknya normal jadi bloon bye ah xb,0,id,0,1,tonneau_indonesian
153,"user ribut harga mulu, perasaan gw sih harga telur sama daging dr jaman psk beye sampai skrg, segitu2 aja, telor doang 4rb kg masa ga bisa beli, ga bisa beli daging? burger harga promo mulu tuh",1,id,1,1,tonneau_indonesian
154,user daripada kau bodat komunis,1,id,0,0,tonneau_indonesian
155,saban mau nulis fiksi tentang monyet selalu kubayangkan kucing piaraanku sebagai monyet. secara gak boleh miara monyet,0,id,0,1,tonneau_indonesian
156,maksutnya kelas bawah hrs diem gk boleh bicara ya pak user itu namanya otoriter,1,id,0,1,tonneau_indonesian
157,user astaghfar manhos insan aik kpk main metro to bani nahin na yahodi dog tum khud kpk jatey ho khud ayashiyan bani gala to kbhi dharna tum ny khak urani hy allah pak tmhain gharq kry ameen sirf nafrat or intshar phelana,0,id,0,0,tonneau_indonesian
158,"user ini bhya bisa2 perkataan ade armando mempengaruhi muslim yg msih awam bisa tercuci otaknya, kata ustadz syaitu mrip dgn yg namanya jil, perang pemikiran lbih berbahaya dibandingkan dgn perang fisik klau kalah perang fisik kta bsa syahid kalo klh p",0,id,1,1,tonneau_indonesian
159,user engga.. cemilan praun skrg kulit buaya,0,id,0,1,tonneau_indonesian
160,semakin byk kpk menangkap ott menjukkan kpk gagal. bubarkan dan serahkan kepolisian dan kejaksaan user,1,id,0,0,tonneau_indonesian
161,salam alaik. ciri umum yang wajib ada untuk setiap organisasi jemaah partipolitik islam yang telah digariskan oleh ulama. . rabbaniah . alamiyah . syumuliah . inqilabiah . waqi . istimroriah,0,id,0,0,tonneau_indonesian
162,user titit lu ngaceng,0,id,1,0,tonneau_indonesian
163,"user prestasi ahok, selain mjadi mafia koruptor n penista agama, dirinya bhasil tenggelamkan jkt melalui congoran cebon",1,id,0,1,tonneau_indonesian
164,user kemaren momoland sekarang wanna one. gasuka bgt liat orang sukses babi emg netijen,1,id,0,1,tonneau_indonesian
165,user ahokpastitumbang fakta di bilang fitnah debatfinalpilkadajkt,1,id,0,0,tonneau_indonesian
166,"user halo hani bani switi! karena keela akunnya sedanq sakit kita syoppinknya berduaan ia keela nunty cekeu cekeu sini ia?! monggo, perkamennya suda siap hani?!",0,id,0,0,tonneau_indonesian
167,kita semua hanyalah umat,0,id,0,0,tonneau_indonesian
168,"user makkah dahulu negara merdeka. pemimpin org2 kafir quraisyh. juga wilayah2 lain spt tabuk, khaibar, hunain, taif...maka dilakukan penaklukan atasnya...",0,id,0,1,tonneau_indonesian
169,user pantesan parpol si anu berusaha keras menjegal pengesahan uu ini yaa. tapi takut juga presiden ngeluarin perpu. menarik melihat cara presiden ksh ancaman. lgsg mingkem dan ketok paluu tok tok tok,1,id,1,0,tonneau_indonesian
170,user hahaha ko fpi islam,0,id,0,0,tonneau_indonesian
171,user gubernur bego dlm sejarah dki,1,id,0,1,tonneau_indonesian
172,user kalau ngajak orang pinter setidaknya dia harus sudah pintar lah ini jokowi masih goblok kok,1,id,1,0,tonneau_indonesian
173,"lbp itu presiden bayangan,hanya dgn lengserkan jokowi baru lbp mingkem",1,id,0,1,tonneau_indonesian
174,user di tv ada kok keterangan menkes . pd budek ajh kuping ny .,1,id,1,1,tonneau_indonesian
175,yaampun cantik2 bener,0,id,0,1,tonneau_indonesian
176,apa boleh aku simpulkan. akhirnya semua pada cuci tangan mencari selamat sendiri?... kalo ya..brengsek... url,0,id,0,0,tonneau_indonesian
177,"pak jokowi. tegas diktator ramah antek cina. blg lindungi nkri. hti dibubarin protes. blg bantu rohingya, dibantu eh dikata pencitraan",1,id,0,0,tonneau_indonesian
178,user bangga jadi jongos emang lu sendiri udeh ngapain aja babu ? njilat memek bosok jablay alexis?,1,id,1,1,tonneau_indonesian
179,user retweet sayang... yang mau belajar ngentot sampe pasangan kalian terkencing kencing.,0,id,1,0,tonneau_indonesian
180,. . . memperhatikan warga pasar yang masih asing bagi dirinya dalam diam.,0,id,0,0,tonneau_indonesian
181,user wkwkwkwk mampus. aku mau pepet ujin ah,0,id,1,0,tonneau_indonesian
182,"user wanita tulen pastinya soalnya ska bka yt, kan pernah trending di yt tuh ttng transgender jdi tau wkw",0,id,1,1,tonneau_indonesian
183,user hujan di udik disini mendung anak siapa pakai kerudung mata melirik bacot anda,0,id,0,0,tonneau_indonesian
184,"hmm mungkin alasan kita meninggalkan tivi perlahan karena kebanyakan isinya ketakutan, bom, pembunuhan, politik war, korupsi, kekadang anak millenials bukan ga peduli sama itu. bahkan mungkin lebih tahu, cm kita skrg lebih mikirin gmn ngatasinnya.",0,id,0,1,tonneau_indonesian
185,"di madura umat siap bersatu, siap rapatkan barisan, cepat panggil dan proses hukum bu suk yang menistakan agama",0,id,0,0,tonneau_indonesian
186,user yang bikin tl ajah masih pakai bahasa onta. sok loe pakai bahasa kafir. user,1,id,1,0,tonneau_indonesian
187,"kata airlangga pribadi, jangan lupa bu khofifah pengalaman tahun mensos bersama presiden user , ikut serta membantu mengentaskan kemiskinan. khofifahemiljatimsatu",0,id,0,0,tonneau_indonesian
188,user cebong lo benerin cd aja kon bisa,1,id,1,1,tonneau_indonesian
189,"supaya indonesia bs lolos ke piala dunia, contohlah perancis, ambilah pemain2 asing yg top, tdk perlu harus keturunan indonesia.",0,id,0,1,tonneau_indonesian
190,user sampah visual sudah waktunya dikondisikan,0,id,0,0,tonneau_indonesian
191,uang taipan tuh. nanti dibayar dengan ratusan penggusuran biadab oleh ahok.,1,id,1,0,tonneau_indonesian
192,user jambu bol mungkin bisa diperhalus dgn jambu bokong ?,0,id,0,1,tonneau_indonesian
193,user kalau ngepal kntl itu lo enak,0,id,1,0,tonneau_indonesian
194,user kebijakan pengembalian barang kpd konsumen apabila barang tersebut rusak cacat terhitung selama hari dari tanggal pembelian hauzminiquiz hauzid cc user,0,id,0,0,tonneau_indonesian
195,"sdh tua sadar pak user nafsu amat menjabat. dan satu lagi pak, selama thn ini bapak lbh bnyak diam jadi ban serep tdk ada peran, ulama dikriminalisasi jg diam. polisi tebang pilih diam, ekonomi hancur diam, tka cina serbu ri diam. url",1,id,0,1,tonneau_indonesian
196,user mata lo picek,1,id,1,0,tonneau_indonesian
197,"kekuasaan itu cobaan, gunakan secara adil dan amanah. tolakperppuotoriter tolakperppuantiislam lengserkan jokowi",1,id,0,0,tonneau_indonesian
198,user sumpah gak nyambung samsek. asaan di pe udah pernah. ini guenya yang bego apa gimana.,0,id,1,1,tonneau_indonesian
199,jatim anti berita hoax pilkada damai,0,id,0,0,tonneau_indonesian
200,jgn pernah memilih pemimpin penuh kecurangan seperti ini balikinkesolo balikinkesolo,1,id,0,1,tonneau_indonesian
201,pizza mungkin asalnya italy. tp warungnya dibangun di amerika,0,id,0,1,tonneau_indonesian
202,user kalobaan mikir kos menteri wae si edan,0,id,0,0,tonneau_indonesian
203,user sini aku jilatin sayang memek mu,0,id,0,0,tonneau_indonesian
